Período analizado,Valor de conversión
,PYGUSD=X
2004-08-11,0.00017190695507451892
2004-08-12,0.0001720548461889848
2004-08-13,0.00017210519581567496
2004-08-16,0.0001720785367069766
2004-08-17,0.00017196018598042428
2004-08-18,0.0001720459695206955
2004-08-19,0.00017202229355461895
2004-08-20,0.0001720252475934103
2004-08-23,0.00017198680143337697
2004-08-24,0.0001720252475934103
2004-08-25,0.00017217927961610258
2004-08-26,0.00017221189045812935
2004-08-27,0.0001722178130876273
2004-08-30,0.00017226826457772404
2004-08-31,0.00017234841652680188
2004-09-01,0.00017215260595548898
2004-09-02,0.00017217037384398282
2004-09-03,0.0001721911394270137
2004-09-06,0.00017217037384398282
2004-09-07,0.00017228903016075492
2004-09-08,0.0001722296728985384
2004-09-09,0.00017210222722496837
2004-09-10,0.00017219409346580505
2004-09-13,0.00017201044829562306
2004-09-14,0.00017212000966537744
2004-09-15,0.00017215260595548898
2004-09-16,0.00017218224820680916
2004-09-17,0.0001717327832011506
2004-09-20,0.00017225045303348452
2004-09-21,0.00017160606512334198
2004-09-22,0.00017174163076560944
2004-09-23,0.00017166203178931028
2004-09-24,0.00017140309500973672
2004-09-27,0.00017143836885225028
2004-09-28,0.00017140603449661285
2004-09-29,0.00017151482461486012
2004-09-30,0.0001716296246740967
2004-10-01,0.0001713120873318985
2004-10-04,0.00017108053725678474
2004-10-05,0.00017112737987190485
2004-10-06,0.00017116547678597271
2004-10-07,0.00017104543803725392
2004-10-08,0.00017086714797187597
2004-10-11,0.00017080585530493408
2004-10-12,0.00017112737987190485
2004-10-13,0.00017086714797187597
2004-10-14,0.00017081461555790156
2004-10-15,0.00017079710960388184
2004-10-18,0.00016841536853462458
2004-10-19,0.0001684692979324609
2004-10-20,0.00016849199892021716
2004-10-21,0.00016840119496919215
2004-10-22,0.00016836717259138823
2004-10-25,0.00016788383072707802
2004-10-26,0.00016793176473584026
2004-10-27,0.00016775708354543895
2004-10-28,0.00016460905317217112
2004-10-29,0.00016746211622375995
2004-11-01,0.00016741165018174797
2004-11-02,0.00016732201038394123
2004-11-03,0.00016713186050765216
2004-11-04,0.00016717096150387079
2004-11-05,0.00016689476615283638
2004-11-08,0.0001660605485085398
2004-11-09,0.00016660835535731167
2004-11-10,0.00016663334099575877
2004-11-11,0.00016654453065712005
2004-11-12,0.00016655285435263067
2004-11-15,0.00016650847101118416
2004-11-16,0.00016679176769685
2004-11-17,0.00016646967560518533
2004-11-18,0.00016638658416923136
2004-11-19,0.00016646414587739855
2004-11-22,0.00016665278235450387
2004-11-23,0.00016621235408820212
2004-11-24,0.0001662842114455998
2004-11-25,0.00016619301459286362
2004-11-26,0.00016618473455309868
2004-11-29,0.0001661985443206504
2004-11-30,0.0001661074347794056
2004-12-01,0.00016614331980235875
2004-12-02,0.00016621235408820212
2004-12-03,0.00016620405949652195
2004-12-06,0.00016621235408820212
2004-12-07,0.00016611847968306392
2004-12-08,0.0001661792048253119
2004-12-09,0.00016618473455309868
2004-12-10,0.00016641704132780433
2004-12-13,0.0001661985443206504
2004-12-14,0.00016610191960353404
2004-12-15,0.00016691425116732717
2004-12-16,0.00016634506755508482
2004-12-17,0.0001650273916311562
2004-12-20,0.00016618749941699207
2004-12-21,0.0001661626301938668
2004-12-22,0.00016655007493682206
2004-12-23,0.00016621235408820212
2004-12-24,0.00016353229875676334
2004-12-27,0.00016615435015410185
2004-12-28,0.00016621235408820212
2004-12-29,0.00016626209253445268
2004-12-30,0.00016606604913249612
2004-12-31,0.00016632293409202248
2005-01-03,0.00016627591685391963
2005-01-04,0.00016609915473964065
2005-01-05,0.0001662842114455998
2005-01-06,0.00016251442139036953
2005-01-07,0.00016068387776613235
2005-01-10,0.00016600541130173951
2005-01-11,0.00016604676784481853
2005-01-12,0.00016610191960353404
2005-01-13,0.0001660081761656329
2005-01-14,0.0001660964044276625
2005-01-17,0.00016611294995527714
2005-01-18,0.0001660798443481326
2005-01-19,0.00016613779007457197
2005-01-20,0.0001647826429689303
2005-01-21,0.0001645819575060159
2005-01-24,0.0001646144810365513
2005-01-25,0.0001647012250032276
2005-01-26,0.00016476908058393747
2005-01-27,0.0001647039462113753
2005-01-28,0.00016472022980451584
2005-01-31,0.00016471750859636813
2005-02-01,0.00016474192671012133
2005-02-02,0.00016355636762455106
2005-02-03,0.0001634414220461622
2005-02-04,0.00016324131865985692
2005-02-07,0.00016368755314033478
2005-02-08,0.0001637518871575594
2005-02-09,0.00016360721201635897
2005-02-10,0.00016361792222596705
2005-02-11,0.00016369560034945607
2005-02-14,0.00016354031686205417
2005-02-15,0.000163609889568761
2005-02-16,0.00016362058522645384
2005-02-17,0.00016355369007214904
2005-02-18,0.0001640285481698811
2005-02-21,0.00016352962120436132
2005-02-22,0.0001634414220461622
2005-02-23,0.0001634521031519398
2005-02-24,0.0001651827769819647
2005-02-25,0.00016521825455129147
2005-02-28,0.00016544513346161693
2005-03-01,0.00016529744607396424
2005-03-02,0.0001654040825087577
2005-03-03,0.00016596684872638434
2005-03-04,0.00016725204477552325
2005-03-07,0.0001656836102483794
2005-03-08,0.00016555743059143424
2005-03-09,0.0001652810606174171
2005-03-10,0.00016549167048651725
2005-03-11,0.0001654506049817428
2005-03-14,0.00016558758215978742
2005-03-15,0.00016539040370844305
2005-03-16,0.0001650546328164637
2005-03-17,0.000159744406118989
2005-03-18,0.000159744406118989
2005-03-21,0.000159744406118989
2005-03-22,0.00016508460976183414
2005-03-23,0.000159744406118989
2005-03-24,0.000159744406118989
2005-03-25,0.000159744406118989
